Sr No.,College Name,Course Name,Status,Seat Type,Category,Percentile,Rank,Stage
1,,0101219110 - Civil Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,178396,Stage-I
2,,0101219110 - Civil Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,1.8370822,73509,Stage-I
3,,0101219110 - Civil Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,73.7743452,145000,Stage-I
4,,0101219110 - Civil Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,34.8002089,N/A,Stage-I
5,,0101229310 - Electrical Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,120726,Stage-I
6,,0101229310 - Electrical Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,50.6340761,56718,Stage-I
7,,0101229310 - Electrical Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,80.2743712,131321,Stage-I
8,,0101229310 - Electrical Engineering,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,43.9565943,N/A,Stage-I
9,,0101237210 - Electronics and Telecommunication Engg,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,68716,Stage-I
10,,0101237210 - Electronics and Telecommunication Engg,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,75.5247196,50727,Stage-I
11,,0101237210 - Electronics and Telecommunication Engg,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,82.5540242,77306,Stage-I
12,,0101237210 - Electronics and Telecommunication Engg,Government Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,72.1467831,N/A,Stage-I
13,,0110124210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,54110,Stage-I
14,,0110124210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,81.2928705,13505,Stage-I
15,,0110124210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,95.5193118,26554,Stage-I
16,,0110124210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,91.1269352,N/A,Stage-I
17,,0110124610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,68189,Stage-I
18,,0110124610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,75.8854903,14798,Stage-I
19,,0110124610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,95.0547190,31340,Stage-I
20,,0110124610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,89.3907269,N/A,Stage-I
21,,0110135610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,156499,Stage-I
22,,0110135610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,25.0606208,36779,Stage-I
23,,0110135610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,87.4969245,79363,Stage-I
24,,0110135610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,71.3988776,N/A,Stage-I
25,,0111724210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,179067,Stage-I
26,,0111724210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,0.8516416,85071,Stage-I
27,,0111724210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,68.7156482,151470,Stage-I
28,,0111724210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,29.1560732,N/A,Stage-I
29,,0111924210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,107343,Stage-I
30,,0111924210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,57.8688386,59608,Stage-I
31,,0111924210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,79.1872032,131490,Stage-I
32,,0111924210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,43.9565943,N/A,Stage-I
33,,0111924610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,171114,Stage-I
34,,0111924610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,11.3877670,60153,Stage-I
35,,0111924610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,79.0646435,177363,Stage-I
36,,0111924610 - Information Technology,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,3.2456580,N/A,Stage-I
37,,0112624210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,171570,Stage-I
38,,0112624210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,10.8434786,78005,Stage-I
39,,0112624210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,71.7166060,143243,Stage-I
40,,0112624210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,35.6703287,N/A,Stage-I
41,,0112824210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,107278,Stage-I
42,,0112824210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,57.8688386,38859,Stage-I
43,,0112824210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,86.8030050,107128,Stage-I
44,,0112824210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,57.9919409,N/A,Stage-I
45,,0113024210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,167272,Stage-I
46,,0113024210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,15.4858883,109849,Stage-I
47,,0113024210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,57.0470967,175793,Stage-I
48,,0113024210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,5.4801079,N/A,Stage-I
49,,0126524210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,167024,Stage-I
50,,0126524210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,15.4906838,29077,Stage-I
51,,0126524210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,90.2921536,71200,Stage-I
52,,0126524210 - Computer Science and Engineering,Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,74.5088207,N/A,Stage-I
53,,0126535610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,N/A,121175,Stage-I
54,,0126535610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,50.6004122,69981,Stage-I
55,,0126535610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,75.1972801,143742,Stage-I
56,,0126535610 - Electrical Engg[Electronics and Power],Un-Aided Home University :  Sant Gadge Baba Amravati University,State Level,DEFOPENS,35.3791065,N/A,Stage-I
57,,0211291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,142993,Stage-I
58,,0211291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,35.6703287,79073,Stage-I
59,,0211291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,71.4038201,143778,Stage-I
60,,0211291110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,35.3791065,N/A,Stage-I
61,,0211419110 - Civil Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,161045,Stage-I
62,,0211419110 - Civil Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,21.3858708,83558,Stage-I
63,,0211419110 - Civil Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,69.4683908,177508,Stage-I
64,,0211419110 - Civil Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,3.1263256,N/A,Stage-I
65,,0211491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,120631,Stage-I
66,,0211491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,50.6340761,29482,Stage-I
67,,0211491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,90.0724101,58415,Stage-I
68,,0211491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,79.5290328,N/A,Stage-I
69,,0212724210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,N/A,105965,Stage-I
70,,0212724210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,58.5786927,33546,Stage-I
71,,0212724210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,88.6325220,65206,Stage-I
72,,0212724210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,76.8897938,N/A,Stage-I
73,,0212792110 - Artificial Intelligence and Machine Learning,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,N/A,105320,Stage-I
74,,0212792110 - Artificial Intelligence and Machine Learning,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,59.3445914,56723,Stage-I
75,,0212792110 - Artificial Intelligence and Machine Learning,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,80.2743712,88563,Stage-I
76,,0212792110 - Artificial Intelligence and Machine Learning,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,67.2944770,N/A,Stage-I
77,,0212924210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,N/A,140670,Stage-I
78,,0212924210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,37.6881791,44734,Stage-I
79,,0212924210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,84.5942451,70720,Stage-I
80,,0212924210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,74.9324465,N/A,Stage-I
81,,0213591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,76449,Stage-I
82,,0213591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,72.5041736,100911,Stage-I
83,,0213591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,60.8485656,153704,Stage-I
84,,0213591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,27.6622718,N/A,Stage-I
85,,0225024210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,133433,Stage-I
86,,0225024210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,42.7253460,39686,Stage-I
87,,0225024210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,86.4506380,82461,Stage-I
88,,0225024210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,69.8003760,N/A,Stage-I
89,,0225224210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,N/A,35195,Stage-I
90,,0225224210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,88.0535835,50032,Stage-I
91,,0225224210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,82.7099252,77872,Stage-I
92,,0225224210 - Computer Science and Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,71.7682877,N/A,Stage-I
93,,0250824510 - Computer Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,N/A,171861,Stage-I
94,,0250824510 - Computer Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,10.2692323,102908,Stage-I
95,,0250824510 - Computer Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,60.2921536,141394,Stage-I
96,,0250824510 - Computer Engineering,"Un-Aided Home University :  Swami Ramanand Teerth Marathwada University , Nanded",State Level,DEFOPENS,37.2130338,N/A,Stage-I
97,,0251692110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,127593,Stage-I
98,,0251692110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,46.3657898,109040,Stage-I
99,,0251692110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,57.1959853,143965,Stage-I
100,,0251692110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,35.2166182,N/A,Stage-I
101,,0253324210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,81467,Stage-I
102,,0253324210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,70.4817329,33281,Stage-I
103,,0253324210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,88.7353399,74279,Stage-I
104,,0253324210 - Computer Science and Engineering,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,73.4250332,N/A,Stage-I
105,,0253337810 - Electronics Engineering ( VLSI Design and Technology),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,97954,Stage-I
106,,0253337810 - Electronics Engineering ( VLSI Design and Technology),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,62.8733646,90298,Stage-I
107,,0253337810 - Electronics Engineering ( VLSI Design and Technology),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,66.1855163,158847,Stage-I
108,,0253337810 - Electronics Engineering ( VLSI Design and Technology),Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,22.9747570,N/A,Stage-I
109,,0266656610 - Computer Science,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,N/A,84907,Stage-I
110,,0266656610 - Computer Science,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,68.9053056,80435,Stage-I
111,,0266656610 - Computer Science,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,70.8722936,177382,Stage-I
112,,0266656610 - Computer Science,Un-Aided Home University :  Dr. Babasaheb Ambedkar Marathwada University,State Level,DEFOPENS,3.1992114,N/A,Stage-I
113,,0304250410 - Food Technology And Management,Government Home University :  Mumbai University,State Level,DEFOPENS,N/A,38533,Stage-I
114,,0304250410 - Food Technology And Management,Government Home University :  Mumbai University,State Level,DEFOPENS,87.8771938,167460,Stage-I
115,,0304250410 - Food Technology And Management,Government Home University :  Mumbai University,State Level,DEFOPENS,19.1157452,124771,Stage-I
116,,0304250410 - Food Technology And Management,Government Home University :  Mumbai University,State Level,DEFOPENS,51.8045185,N/A,Stage-I
117,,0304299510 - Artificial Intelligence and Data Science,Government Home University :  Mumbai University,State Level,DEFOPENS,N/A,62139,Stage-I
118,,0304299510 - Artificial Intelligence and Data Science,Government Home University :  Mumbai University,State Level,DEFOPENS,78.1946121,29900,Stage-I
119,,0304299510 - Artificial Intelligence and Data Science,Government Home University :  Mumbai University,State Level,DEFOPENS,89.9196403,108567,Stage-I
120,,0304299510 - Artificial Intelligence and Data Science,Government Home University :  Mumbai University,State Level,DEFOPENS,57.2163252,84164,Stage-I
121,,0304299510 - Artificial Intelligence and Data Science,Government Home University :  Mumbai University,State Level,DEFOPENS,69.2652564,N/A,Stage-I
122,,0313561210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,178356,Stage-I
123,,0313561210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,1.9115192,45458,Stage-I
124,,0313561210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,84.4941393,136852,Stage-I
125,,0313561210 - Mechanical Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,40.1585977,N/A,Stage-I
126,,0314624610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,109007,Stage-I
127,,0314624610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,57.1959853,35433,Stage-I
128,,0314624610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,88.0209851,95321,Stage-I
129,,0314624610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,63.7045846,N/A,Stage-I
130,,0314692010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,N/A,158129,Stage-I
131,,0314692010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,24.0053974,45280,Stage-I
132,,0314692010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,84.5114907,167336,Stage-I
133,,0314692010 - Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,,State Level,DEFOPENS,15.2017620,N/A,Stage-I
134,,0314699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,155648,Stage-I
135,,0314699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,25.6745674,31520,Stage-I
136,,0314699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,89.3223371,172433,Stage-I
137,,0314699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,9.5534224,N/A,Stage-I
138,,0315424510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,74308,Stage-I
139,,0315424510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,73.4250332,25722,Stage-I
140,,0315424510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,91.3661850,80089,Stage-I
141,,0315424510 - Computer Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,70.8893650,N/A,Stage-I
142,,0315424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,87640,Stage-I
143,,0315424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,67.6158803,33539,Stage-I
144,,0315424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,88.6325220,128869,Stage-I
145,,0315424610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,45.5219220,N/A,Stage-I
146,,0315491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,142544,Stage-I
147,,0315491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,36.2134011,37521,Stage-I
148,,0315491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,87.2784734,117972,Stage-I
149,,0315491110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,52.0861037,N/A,Stage-I
150,,0315491210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,117151,Stage-I
151,,0315491210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,52.5184688,42981,Stage-I
152,,0315491210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,85.3422371,137226,Stage-I
153,,0315491210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,40.1066152,N/A,Stage-I
154,,0317524610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,68883,Stage-I
155,,0317524610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,75.5247196,28455,Stage-I
156,,0317524610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,90.4629322,127265,Stage-I
157,,0317524610 - Information Technology,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,46.3828235,N/A,Stage-I
158,,0317537210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,122846,Stage-I
159,,0317537210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,49.5130960,48105,Stage-I
160,,0317537210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,83.5073164,177686,Stage-I
161,,0317537210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,2.9443123,N/A,Stage-I
162,,0317591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,123868,Stage-I
163,,0317591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,48.6637821,38044,Stage-I
164,,0317591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,86.9701586,85397,Stage-I
165,,0317591110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,68.4785771,N/A,Stage-I
166,,0317591210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,148762,Stage-I
167,,0317591210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,31.4286926,44203,Stage-I
168,,0317591210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,84.8060392,115246,Stage-I
169,,0317591210 - Computer Science and Engineering(Data Science),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,53.8203081,N/A,Stage-I
170,,0318737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,93920,Stage-I
171,,0318737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,65.0377535,44880,Stage-I
172,,0318737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,84.5731157,154532,Stage-I
173,,0318737210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,27.4048925,N/A,Stage-I
174,,0318890010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,132664,Stage-I
175,,0318890010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,43.1231034,44540,Stage-I
176,,0318890010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,84.6402007,109720,Stage-I
177,,0318890010 - Electronics and Computer Science,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,57.0470967,N/A,Stage-I
178,,0318891110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,108327,Stage-I
179,,0318891110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,57.2537563,24150,Stage-I
180,,0318891110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,91.9393058,68491,Stage-I
181,,0318891110 - Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,75.6212581,N/A,Stage-I
182,,0319037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,102367,Stage-I
183,,0319037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,60.5030966,45485,Stage-I
184,,0319037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,84.3938885,156542,Stage-I
185,,0319037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,25.0606208,N/A,Stage-I
186,,0319037610 - Electronics Engineering,Un-Aided Home University :  Mumbai University,State Level,DEFOPENS,N/A,161227,Stage-I
