Sr No.,College Name,Course Name,Status,Seat Type,Category,Percentile,Rank,Stage
382,,0516125710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,3.1600940,N/A,Stage-I
383,,0516137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,135515,Stage-I
384,,0516137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,41.0394031,67583,Stage-I
385,,0516137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,76.1268781,179410,Stage-I
386,,0516137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,0.3242569,N/A,Stage-I
387,,0516219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,136365,Stage-I
388,,0516219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,40.7306838,56427,Stage-I
389,,0516219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,80.4298831,171256,Stage-I
390,,0516219110 - Civil Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,11.0205778,N/A,Stage-I
391,,0516229310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,138322,Stage-I
392,,0516229310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,39.0541888,52544,Stage-I
393,,0516229310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,81.8151897,174005,Stage-I
394,,0516229310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,7.7921536,N/A,Stage-I
395,,0516261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,98292,Stage-I
396,,0516261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,62.8351694,41321,Stage-I
397,,0516261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,85.8772819,162013,Stage-I
398,,0516261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,20.7289199,N/A,Stage-I
399,,0517137210 - Electronics and Telecommunication Engg,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,GOPENO,N/A,1,Stage-I
400,,0517137210 - Electronics and Telecommunication Engg,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,GOBCO,N/A,2,Stage-I
401,,0518199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,106426,Stage-I
402,,0518199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,58.1588042,45987,Stage-I
403,,0518199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,84.2430574,144168,Stage-I
404,,0518199510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,34.8626522,N/A,Stage-I
405,,0524425710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,95348,Stage-I
406,,0524425710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,63.5370419,51456,Stage-I
407,,0524425710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,82.1878954,139787,Stage-I
408,,0524425710 - Computer Science and Design,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,38.5392182,N/A,Stage-I
409,,0524491610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,111652,Stage-I
410,,0524491610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,55.3559436,76553,Stage-I
411,,0524491610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,72.5041736,129566,Stage-I
412,,0524491610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,45.3423263,N/A,Stage-I
413,,0530384410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,135161,Stage-I
414,,0530384410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,41.3261276,59988,Stage-I
415,,0530384410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,79.0646435,165813,Stage-I
416,,0530384410 - Electronics and Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,16.3513698,N/A,Stage-I
417,,0533099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,117112,Stage-I
418,,0533099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,52.5184688,26553,Stage-I
419,,0533099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,91.1269352,112997,Stage-I
420,,0533099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,54.7526673,N/A,Stage-I
421,,0533124510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,160866,Stage-I
422,,0533124510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,21.3858708,39423,Stage-I
423,,0533124510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,86.5601955,141824,Stage-I
424,,0533124510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,36.6611018,N/A,Stage-I
425,,0533137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,99089,Stage-I
426,,0533137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,62.7875345,71605,Stage-I
427,,0533137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,74.3785526,170918,Stage-I
428,,0533137210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,11.4128678,N/A,Stage-I
429,,0538099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,175936,Stage-I
430,,0538099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,5.1527915,74871,Stage-I
431,,0538099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,73.1237323,174636,Stage-I
432,,0538099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,6.8368204,N/A,Stage-I
433,,0538124210 - Computer Science and Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,GOPENO,N/A,1,Stage-I
434,,0538124210 - Computer Science and Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Home University Seats Allotted to Home University Candidates,GOBCO,N/A,3,Stage-I
435,,0538124210 - Computer Science and Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,N/A,155999,Stage-I
436,,0538124210 - Computer Science and Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,25.6482713,87365,Stage-I
437,,0538124210 - Computer Science and Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,67.6869909,143508,Stage-I
438,,0538124210 - Computer Science and Engineering,"Un-Aided Home University :  Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Level,DEFOPENS,35.5925864,N/A,Stage-I
439,,0538261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,177785,Stage-I
440,,0538261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,2.7561837,89880,Stage-I
441,,0538261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,66.4751458,172912,Stage-I
442,,0538261210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,8.9461650,N/A,Stage-I
443,,0539092110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,62177,Stage-I
444,,0539092110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,78.1946121,75851,Stage-I
445,,0539092110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,72.7750912,136409,Stage-I
446,,0539092110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,40.7306838,N/A,Stage-I
447,,0539924510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,124224,Stage-I
448,,0539924510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,48.6138054,76387,Stage-I
449,,0539924510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,72.5041736,148061,Stage-I
450,,0539924510 - Computer Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,32.0977394,N/A,Stage-I
451,,0600446410 - Instrumentation and Control Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,99420,Stage-I
452,,0600446410 - Instrumentation and Control Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,62.7216425,46951,Stage-I
453,,0600446410 - Instrumentation and Control Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,83.7529730,131188,Stage-I
454,,0600446410 - Instrumentation and Control Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,43.9565943,N/A,Stage-I
455,,0600460210 - Automobile Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,120387,Stage-I
456,,0600460210 - Automobile Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,50.8618056,39569,Stage-I
457,,0600460210 - Automobile Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,86.5260265,136437,Stage-I
458,,0600460210 - Automobile Engineering,Government Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,40.2848342,N/A,Stage-I
459,,0602825410 - Computer Science and Technology,University Department Home University :  Shivaji University,State Level,DEFOPENS,N/A,119605,Stage-I
460,,0602825410 - Computer Science and Technology,University Department Home University :  Shivaji University,State Level,DEFOPENS,51.1396363,30734,Stage-I
461,,0602825410 - Computer Science and Technology,University Department Home University :  Shivaji University,State Level,DEFOPENS,89.6809750,103796,Stage-I
462,,0602825410 - Computer Science and Technology,University Department Home University :  Shivaji University,State Level,DEFOPENS,60.1504384,N/A,Stage-I
463,,0602837210 - Electronics and Telecommunication Engg,University Department Home University :  Shivaji University,State Level,DEFOPENS,N/A,50674,Stage-I
464,,0602837210 - Electronics and Telecommunication Engg,University Department Home University :  Shivaji University,State Level,DEFOPENS,82.5540242,46219,Stage-I
465,,0602837210 - Electronics and Telecommunication Engg,University Department Home University :  Shivaji University,State Level,DEFOPENS,84.1907754,83456,Stage-I
466,,0602837210 - Electronics and Telecommunication Engg,University Department Home University :  Shivaji University,State Level,DEFOPENS,69.6279360,N/A,Stage-I
467,,0603629310 - Electrical Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,N/A,68724,Stage-I
468,,0603629310 - Electrical Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,75.5247196,36586,Stage-I
469,,0603629310 - Electrical Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,87.5036363,67954,Stage-I
470,,0603629310 - Electrical Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,76.0337773,N/A,Stage-I
471,,0603661510 - Mechanical & Automation Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,N/A,88023,Stage-I
472,,0603661510 - Mechanical & Automation Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,67.5881106,64772,Stage-I
473,,0603661510 - Mechanical & Automation Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,77.1713278,130010,Stage-I
474,,0603661510 - Mechanical & Automation Engineering,Government Home University :  Shivaji University,State Level,DEFOPENS,44.8929536,N/A,Stage-I
475,,0612237210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,95810,Stage-I
476,,0612237210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,63.5258359,40039,Stage-I
477,,0612237210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,86.2308451,93780,Stage-I
478,,0612237210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,65.0377535,N/A,Stage-I
479,,0613826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,95280,Stage-I
480,,0613826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,63.7045846,45604,Stage-I
481,,0613826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,84.3938885,116859,Stage-I
482,,0613826310 - Artificial Intelligence (AI) and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,52.8148790,N/A,Stage-I
483,,0613837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,78039,Stage-I
484,,0613837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,71.7166060,52095,Stage-I
485,,0613837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,81.9801476,113893,Stage-I
486,,0613837210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,54.3568289,N/A,Stage-I
487,,0614437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,146613,Stage-I
488,,0614437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,33.0999720,50547,Stage-I
489,,0614437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,82.6959019,107604,Stage-I
490,,0614437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,57.4142590,N/A,Stage-I
491,,0614492110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,132259,Stage-I
492,,0614492110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,43.4393889,49382,Stage-I
493,,0614492110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,82.8590175,118909,Stage-I
494,,0614492110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,51.2783205,N/A,Stage-I
495,,0614529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,139611,Stage-I
496,,0614529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,38.7773761,59395,Stage-I
497,,0614529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,79.3458895,115671,Stage-I
498,,0614529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,53.7694785,N/A,Stage-I
499,,0614561210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,162450,Stage-I
500,,0614561210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,19.5522021,59318,Stage-I
501,,0614561210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,79.3458895,178724,Stage-I
502,,0614561210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,1.3879654,N/A,Stage-I
503,,0617761210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,83084,Stage-I
504,,0617761210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,69.7604398,58017,Stage-I
505,,0617761210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,79.8240416,173105,Stage-I
506,,0617761210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,8.8405987,N/A,Stage-I
507,,0617861210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,169533,Stage-I
508,,0617861210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,13.0427194,82386,Stage-I
509,,0617861210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,69.8140377,179386,Stage-I
510,,0617861210 - Mechanical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,0.3563248,N/A,Stage-I
511,,0618224610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,46553,Stage-I
512,,0618224610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,83.9659115,22265,Stage-I
513,,0618224610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,92.5961339,53484,Stage-I
514,,0618224610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,81.4941569,N/A,Stage-I
515,,0618437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,110054,Stage-I
516,,0618437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,56.9588351,50500,Stage-I
517,,0618437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,82.7086811,108092,Stage-I
518,,0618437210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,57.3310702,N/A,Stage-I
519,,0618529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,71255,Stage-I
520,,0618529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,74.5088207,67647,Stage-I
521,,0618529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,76.1268781,155243,Stage-I
522,,0618529310 - Electrical Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,25.7846411,N/A,Stage-I
523,,0620362410 - Mechatronics Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,142505,Stage-I
524,,0620362410 - Mechatronics Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,36.2134011,64109,Stage-I
525,,0620362410 - Mechatronics Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,77.6411427,173440,Stage-I
526,,0620362410 - Mechatronics Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,8.4112538,N/A,Stage-I
527,,0620624610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,56272,Stage-I
528,,0620624610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,80.5358903,33360,Stage-I
529,,0620624610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,88.6997043,82766,Stage-I
530,,0620624610 - Information Technology,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,69.7639628,N/A,Stage-I
531,,0620637210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,129553,Stage-I
532,,0620637210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,45.3423263,41870,Stage-I
533,,0620637210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,85.5352459,99503,Stage-I
534,,0620637210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,62.2534756,N/A,Stage-I
535,,0620699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,57655,Stage-I
536,,0620699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,79.9360013,35039,Stage-I
537,,0620699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,88.1228442,71002,Stage-I
538,,0620699510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,74.6830629,N/A,Stage-I
539,,0620746610 - Instrumentation Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,104179,Stage-I
540,,0620746610 - Instrumentation Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,60.1291862,43037,Stage-I
541,,0620746610 - Instrumentation Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,85.2662319,78653,Stage-I
542,,0620746610 - Instrumentation Engineering,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,71.5965758,N/A,Stage-I
543,,0620791610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,N/A,44086,Stage-I
544,,0620791610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,84.8307457,19429,Stage-I
545,,0620791610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,93.5275353,42051,Stage-I
546,,0620791610 - Automation and Robotics,Un-Aided Home University :  Savitribai Phule Pune University,State Level,DEFOPENS,85.5052176,N/A,Stage-I
547,,0621724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,168209,Stage-I
548,,0621724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,14.0490445,70712,Stage-I
549,,0621724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,74.9324465,150596,Stage-I
550,,0621724210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,30.4575002,N/A,Stage-I
551,,0621792110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,176259,Stage-I
552,,0621792110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,4.9021985,84159,Stage-I
553,,0621792110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,69.2652564,167208,Stage-I
554,,0621792110 - Artificial Intelligence and Machine Learning,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,15.4858883,N/A,Stage-I
555,,0626924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,94152,Stage-I
556,,0626924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,64.9513096,51273,Stage-I
557,,0626924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,82.2448555,104322,Stage-I
558,,0626924210 - Computer Science and Engineering,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,60.0743746,N/A,Stage-I
559,,0626990010 - Electronics and Computer Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,171559,Stage-I
560,,0626990010 - Electronics and Computer Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,10.8434786,84213,Stage-I
561,,0626990010 - Electronics and Computer Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,69.2652564,174254,Stage-I
562,,0626990010 - Electronics and Computer Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,7.4966420,N/A,Stage-I
563,,0626992510 - Computer Science and Engineering (Artificial Intelligence and Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,165048,Stage-I
564,,0626992510 - Computer Science and Engineering (Artificial Intelligence and Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,17.3380806,60815,Stage-I
565,,0626992510 - Computer Science and Engineering (Artificial Intelligence and Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,78.9120215,105271,Stage-I
566,,0626992510 - Computer Science and Engineering (Artificial Intelligence and Data Science),Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,59.8892661,N/A,Stage-I
567,,0627037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,61944,Stage-I
568,,0627037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,78.1973837,47140,Stage-I
569,,0627037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,83.7440631,126246,Stage-I
570,,0627037210 - Electronics and Telecommunication Engg,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,47.4207012,N/A,Stage-I
571,,0627099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,N/A,59734,Stage-I
572,,0627099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,79.1318865,45893,Stage-I
573,,0627099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,84.3179513,132080,Stage-I
574,,0627099510 - Artificial Intelligence and Data Science,Un-Aided Home University :  Shivaji University,State Level,DEFOPENS,43.5298862,N/A,Stage-I
575,,0627337210 - Electronics and Telecommunication Engg,Un-Aided Autonomous Home University :  Autonomous Institute,State Level,DEFSEBCS,N/A,2,Stage-I
576,,0627337210 - Electronics and Telecommunication Engg,Un-Aided Autonomous Home University :  Autonomous Institute,State Level,TFWS,N/A,3,Stage-I
